filename,dx_mm,dy_mm,theta_deg,difficulty
sample_0000.png,-0.3758552392622126,0.6373517780919163,1.0848114108756683,perspective
sample_0001.png,-1.4870310935888824,0.34777332657383414,7.255814765527016,perspective
sample_0002.png,-0.36661993925922803,0.9949780696904327,4.148836072890864,perspective
sample_0003.png,0.7609686433796412,0.012150137965515265,-7.579434305880651,perspective
sample_0004.png,0.7607387863456173,1.2512993414874245,6.741394263750845,perspective
sample_0005.png,1.1196629582918736,1.301365003951787,-10.101494799561218,perspective
sample_0006.png,1.5247507085369894,0.638980045038077,8.50657062177854,perspective
sample_0007.png,1.4791319535592322,-0.6464623482663493,-1.5534517952567473,perspective
sample_0008.png,-0.4436101282312374,1.3584175868267039,-2.492339213970539,perspective
sample_0009.png,-0.37215792791179564,-0.31648449272689544,-8.435197936233045,perspective
sample_0010.png,-1.124236735632773,1.2866758569852361,6.530265273461629,perspective
sample_0011.png,-0.3844318550817434,-0.0053969410914381415,3.475143577177415,perspective
sample_0012.png,-1.4748805753567922,0.3315100698483017,0.4716997396491536,perspective
sample_0013.png,-0.7743273201760417,-1.258977249288724,7.899004647270222,perspective
sample_0014.png,-0.38971200352903185,-0.6553741616342563,2.908231834030983,perspective
sample_0015.png,-1.146855809332493,0.34239225635938436,-5.827655921650887,perspective
sample_0016.png,-1.1776887841415942,-0.6674836360456121,-2.5177495179396967,perspective
sample_0017.png,-0.3924121538914089,1.2697132467305512,-1.0171475342108098,perspective
sample_0018.png,-1.545032108151285,0.27641342857238743,9.385041262748997,perspective
sample_0019.png,-0.3583095640516187,0.6492793161125311,-4.59024326518357,perspective
sample_0020.png,-0.7571561083507655,-0.6515233487798469,-5.53070798408551,perspective
sample_0021.png,0.019444647502590822,-0.6652762200694061,-7.16838972406154,perspective
sample_0022.png,-1.5508842672104777,-0.006943814057346269,-6.045478769351477,perspective
sample_0023.png,-0.3201646645985363,-1.3390945604095918,3.638530655619178,perspective
sample_0024.png,1.1249273981715362,-0.2887839829715138,-2.3986336949102323,perspective
sample_0025.png,0.3752976920249769,-0.6571241482757463,-6.5419691863186165,perspective
sample_0026.png,0.3950345990749895,0.3250492228071759,0.7696466338908452,perspective
sample_0027.png,0.38827325431122023,0.9950572830741938,-2.245061667462501,perspective
sample_0028.png,1.546960306993147,-0.599714140760284,-6.976573717345279,perspective
sample_0029.png,0.3750828174128742,0.000659977098971846,-0.9654936446026454,perspective
sample_0030.png,0.01950954919058745,0.9608898968659408,8.173817175367345,perspective
sample_0031.png,-0.38468357770847206,-0.6356759171456853,1.365383619675753,perspective
sample_0032.png,-0.7945875373275916,0.9643918923025865,7.572736118880961,perspective
sample_0033.png,0.7454753213608664,0.6349281828444475,-2.5561786554787176,perspective
sample_0034.png,0.3734509011053338,-1.293140620972584,-3.618105895543584,perspective
sample_0035.png,-1.126992364292126,1.2908138203395747,2.406002552513426,perspective
sample_0036.png,-1.134403295447754,0.659759628215132,-1.9542685955335815,perspective
sample_0037.png,-1.1708844846374025,-1.3325264788122126,3.1397174644977177,perspective
sample_0038.png,0.755365800866656,0.002542697097264105,-4.828495039982493,perspective
sample_0039.png,-1.5491402602898934,-0.5939905736654131,1.3852919052582868,perspective
sample_0040.png,1.1289513939919213,-0.327924771090494,0.12394169915472188,perspective
sample_0041.png,-1.1269390815701759,-0.33830515674671346,-7.7409450725620905,perspective
sample_0042.png,0.7935266966401192,1.3224191756875712,5.687702793718085,perspective
sample_0043.png,-0.0010939768329573478,-0.649400799724655,3.41258279802656,perspective
sample_0044.png,0.3992140599397658,1.2488809704423527,-6.865652810233338,perspective
sample_0045.png,-1.5550725582248408,-0.9397426856966907,-0.8727764888812866,perspective
sample_0046.png,-0.0003961150002188181,-0.33315726857360534,5.016262236652316,perspective
sample_0047.png,1.4797036220181117,-1.2954175594250994,-8.116087973574466,perspective
sample_0048.png,0.771368485936326,-0.6166141727295363,10.069688873248435,perspective
sample_0049.png,1.5121370243908245,0.6694822910238827,6.650195013985944,perspective
sample_0050.png,-0.7999722903213732,-0.6622438192690842,-4.077530937551892,perspective
sample_0051.png,1.1493175837558358,-0.33488838628792905,1.4874344881858983,perspective
sample_0052.png,-1.6103332143956,1.290562723907745,6.303802726555824,perspective
sample_0053.png,1.5116516147104544,0.3135249683075661,-7.099564151045411,perspective
sample_0054.png,1.5446107678526364,-0.6696957468971428,5.220291364724027,perspective
sample_0055.png,-1.1602097151047701,-1.3136423675002977,-7.370012176120419,perspective
sample_0056.png,0.018403260506516972,-1.2514477843235265,3.1159794173041124,perspective
sample_0057.png,0.4193497582095442,0.9813663932744703,-5.903693270075521,perspective
sample_0058.png,-0.7368973883658612,-0.658569482437656,7.0209309715009,perspective
sample_0059.png,1.1680538034437877,0.2886024002368117,-4.169440835866302,perspective
sample_0060.png,0.3797952022021036,1.2665856864415634,-3.8097792333641296,perspective
sample_0061.png,0.7642511824760732,-0.3310643961347826,3.414603630343204,perspective
sample_0062.png,-0.04485783867140943,1.3027459957973424,5.317007971002773,perspective
sample_0063.png,-1.0986625906182137,0.6598918956729657,0.4977453699285992,perspective
sample_0064.png,-1.1394046795031632,0.6808282771990927,-9.59410507784813,perspective
sample_0065.png,1.5450981627058316,0.6966875620421149,0.9169308404015195,perspective
sample_0066.png,0.3757556349974891,-0.009572397530594875,-4.571882232765197,perspective
